用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
,,,,WB2.5_基本信息_011_搜索_姓名,"1.教学主管账号登陆_进入学员管理_解密_进入基本信息
2.存在A信息
姓名：天天
学号：WNCD201805039
班级:WNCDC035
方向:测试
最新状态:转就业
3.存在B信息
姓名：想想
学号：WNCD201805034
班级:WNCDC035
方向:测试
最新状态:转就业
4.存在C信息
姓名：天天
学号：WNCD201805033
班级:WNCDC035
方向:测试
最新状态:转就业
","1.输入姓名天天
2.点击搜索按钮","1.姓名输入成功
2.显示A信息C信息",,,,,,,,,,,,,,,,
XYGL_11,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_011_搜索_学号,"1.教学主管账号登陆_进入学员管理_解密_进入基本信息
2.存在A信息
姓名：天天
学号：WNCD201805039
班级:WNCDC035
方向:测试
最新状态:转就业
3.存在B信息
姓名：想想
学号：WNCD201805034
班级:WNCDC035
方向:测试
最新状态:转就业
4.存在C信息
姓名：天天
学号：WNCD201805033
班级:WNCDC035
方向:测试
最新状态:转就业
","1.输入学号WNCD201805039
2.点击搜索按钮","1.学号输入成功
2.显示A信息",,,,,,,,,,,,,,,,
,,,,WB2.5_基本信息_010_搜索_班级第一个_方向测试_最新状态转就业_姓名_学号,"1.教学主管账号登陆_进入学员管理_解密_进入基本信息
2.存在A信息
姓名：天天
学号：WNCD201805039
班级:WNCDC035
方向:测试
最新状态:转就业
3.存在B信息
姓名：想想
学号：WNCD201805034
班级:WNCDC035
方向:测试
最新状态:转就业
4.存在C信息
姓名：天天
学号：WNCD201805033
班级:WNCDC035
方向:测试
最新状态:转就业","1.班级选择第一个
2.方向选择测试
3.最新状态选择转就业
4.姓名输入天天
5.学号输入WNCD201805039
6.点击搜索按钮","1.班级选择成功
2.方向选择成功
3.最新动态选择成功
4.姓名输入成功
5.学号输入成功
6.显示A信息",,,,,,,,,,,,,,,,
XYGL_12,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_012_搜索检查班级下拉框内容是否顺序排列,1.教学主管账号登陆_进入学员管理_解密_进入基本信息,"1.点击班级下拉框
2.查看内容","1.班级下拉框点击成功
2.班级为顺序排列",,,,,,,,,,,,,,,,
XYGL_13,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_013_修改界面检查,1.教学主管账号登陆_进入学员管理_解密_进入基本信息,"1.点击修改按钮
2.界面检查","1.弹出修改学员基本信息框
2.界面完整，数据显示正常",,,,,,,,,,,,,,,,
XYGL_14,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_014_检查每条信息内容能否输入或选择（班级在班级管理内修改）,1.教学主管账号登陆_进入学员管理_解密_进入基本信息,"1.点击修改按钮
2.对输入框进行输入
3.对选择框进行选择","1.弹出修改学员基本信息框
2.输入框可正常输入
3.选择框可正常选择",,,,,,,,,,,,,,,,
XYGL_15,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_015_修改_姓名为空_电话11位数字_最新状态未开班_来源第一个,"1.教学主管账号登陆_进入学员管理_解密_进入基本信息
2.存在一条学员基本信息","1.点击修改按钮
2.修改姓名为空
3.",,,,,,,,,,,,,,,,,
XYGL_16,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_016_修改姓名为张三_电话11位数字_最新状态在校学习_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_17,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_017_修改姓名为张四_电话11位字母_最新状态转就业_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_18,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_018_修改姓名为张五_电话11位汉字_最新状态已就业_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_19,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_019_修改姓名为张六_电话11位特殊字符_最新状态已休学_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_20,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_020_修改姓名为张七_电话11位数字_最新状态已失联_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_21,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_021_修改姓名为张八_电话11位为空_最新状态已退学_来源第一个,,,,,,,,,,,,,,,,,,,
XYGL_22,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_023_修改除姓名_电话_最新状态_来源_选择照片外其余全部内容,,,,,,,,,,,,,,,,,,,
XYGL_23,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_024_选择照片,,,,,,,,,,,,,,,,,,,
XYGL_24,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_025_查看学员基本信息界面检查,,,,,,,,,,,,,,,,,,,
XYGL_25,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_026_翻页功能检查,,,,,,,,,,,,,,,,,,,
XYGL_26,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_027_跳转翻页功能检查,,,,,,,,,,,,,,,,,,,
XYGL_27,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_028_总数据显示检查,,,,,,,,,,,,,,,,,,,
XYGL_28,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_基本信息_029_每页数据条数修改功能检查,,,,,,,,,,,,,,,,,,,
XYGL_29,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_030_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_30,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_031_搜索姓名功能检查,,,,,,,,,,,,,,,,,,,
XYGL_31,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_032_选择其中一条学生信息为默认,,,,,,,,,,,,,,,,,,,
XYGL_32,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_033_选择其中一条学生信息为迟到,,,,,,,,,,,,,,,,,,,
XYGL_33,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_034_选择其中一条学生信息为面试,,,,,,,,,,,,,,,,,,,
XYGL_34,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_035_选择其中一条学生信息为旷课,,,,,,,,,,,,,,,,,,,
XYGL_35,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_036_选择其中一条学生信息为请假,,,,,,,,,,,,,,,,,,,
XYGL_36,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日考勤_037_批量考勤功能检查,,,,,,,,,,,,,,,,,,,
XYGL_37,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_038_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_38,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_039_某角色不考勤名单检查,,,,,,,,,,,,,,,,,,,
XYGL_39,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_040_搜索姓名功能检查,,,,,,,,,,,,,,,,,,,
XYGL_40,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_041_晨考按钮功能检查,,,,,,,,,,,,,,,,,,,
XYGL_41,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_042_晨考录用界面检查,,,,,,,,,,,,,,,,,,,
XYGL_42,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_043_检查每条信息内容能否输入或选择,,,,,,,,,,,,,,,,,,,
XYGL_43,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_044_选择方式问答_分数为空_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_44,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_045_选择方式问答_分数为100_题目为空,,,,,,,,,,,,,,,,,,,
XYGL_45,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_046_选择方式问答_分数为汉字_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_46,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_047_选择方式问答_分数为aa_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_47,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_048_选择方式问答_分数为@@_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_48,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_049_选择方式问答_分数为50_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_49,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_050_选择方式问答_分数为0_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_50,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_051_选择方式问答_分数为-1_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_51,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_今日晨考_052_选择方式问答_分数为101_题目为12+1=,,,,,,,,,,,,,,,,,,,
XYGL_52,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_053_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_53,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_054_教师角色登录,,,,,,,,,,,,,,,,,,,
XYGL_54,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_055_其他角色登录,,,,,,,,,,,,,,,,,,,
XYGL_55,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_056_班级WNCDC035_方向公共,,,,,,,,,,,,,,,,,,,
XYGL_56,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_057_班级WNCDC001_方向开发,,,,,,,,,,,,,,,,,,,
XYGL_57,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_058_.班级WNCDC035_方向测试,,,,,,,,,,,,,,,,,,,
XYGL_58,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_059_姓名冷佩_开始时间小于当前时间,,,,,,,,,,,,,,,,,,,
XYGL_59,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_060_姓名不存在_开始时间小于当前时间,,,,,,,,,,,,,,,,,,,
XYGL_60,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_061_姓名冷佩_开始时间大于当前时间,,,,,,,,,,,,,,,,,,,
XYGL_61,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_062_姓名冷佩_开始时间大于结束时间,,,,,,,,,,,,,,,,,,,
XYGL_62,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_晨考记录_063_检查班级下拉框内容是否为顺序排列,,,,,,,,,,,,,,,,,,,
XYGL_63,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_064_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_64,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_065_教师角色登录,,,,,,,,,,,,,,,,,,,
XYGL_65,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_066_班级WNCDC035_方向公共,,,,,,,,,,,,,,,,,,,
XYGL_66,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_067_班级WNCDC001_方向开发,,,,,,,,,,,,,,,,,,,
XYGL_67,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_068_班级WNCDC035_方向测试,,,,,,,,,,,,,,,,,,,
XYGL_68,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_069_姓名冷佩,,,,,,,,,,,,,,,,,,,
XYGL_69,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_070_姓名不存在,,,,,,,,,,,,,,,,,,,
XYGL_70,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段评测_071_检查班级下拉框内容是否为顺序排列,,,,,,,,,,,,,,,,,,,
XYGL_71,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_072_测评按钮功能检查,,,,,,,,,,,,,,,,,,,
XYGL_72,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_073_阶段考核记录录用界面检查,,,,,,,,,,,,,,,,,,,
XYGL_73,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_074_检查每条信息内容能否输入或选择记录显示是否正常,,,,,,,,,,,,,,,,,,,
XYGL_74,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_075_阶段全部_分数为空_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_75,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_076_阶段全部_分数为100_评语为空,,,,,,,,,,,,,,,,,,,
XYGL_76,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_077_阶段全部_分数为汉字_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_77,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_078_阶段全部_分数为aa_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_78,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_079_阶段全部_分数为@@_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_79,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_080_阶段全部_分数为50_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_80,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_081_阶段全部_分数为0_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_81,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_082_阶段全部_分数为-1_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_82,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_083_阶段全部_分数为101_评语为good,,,,,,,,,,,,,,,,,,,
XYGL_83,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_084_阶段公共基础_分数50_评语good,,,,,,,,,,,,,,,,,,,
XYGL_84,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_085_阶段专业第一阶段_分数50_评语good,,,,,,,,,,,,,,,,,,,
XYGL_85,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_086_阶段专业第二阶段_分数50_评语good,,,,,,,,,,,,,,,,,,,
XYGL_86,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_087_阶段专业第三阶段_分数50_评语good,,,,,,,,,,,,,,,,,,,
XYGL_87,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_088_阶段专业项目实战_分数50_评语good,,,,,,,,,,,,,,,,,,,
XYGL_88,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_89_转就业单选按钮显示检查检查,,,,,,,,,,,,,,,,,,,
XYGL_89,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_090_降级按钮功能检查,,,,,,,,,,,,,,,,,,,
XYGL_90,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_091_降级界面界面检查,,,,,,,,,,,,,,,,,,,
XYGL_91,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_092_检查每条信息内容能否输入或选择记录显示是否正常,,,,,,,,,,,,,,,,,,,
XYGL_92,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_093_降级班级_方向选方向_班级WNCDC035,,,,,,,,,,,,,,,,,,,
XYGL_93,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_094_降级班级_方向选开发_班级WNCDC035,,,,,,,,,,,,,,,,,,,
XYGL_94,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_095_降级班级_方向选测试_班级WNCDC001,,,,,,,,,,,,,,,,,,,
XYGL_95,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_096_降级班级_方向选公共_班级WNCDC001,,,,,,,,,,,,,,,,,,,
XYGL_96,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_097_降级班级选择和当前班级一样,,,,,,,,,,,,,,,,,,,
XYGL_97,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_阶段测评_098_检查班级下拉框内容是否为顺序排列,,,,,,,,,,,,,,,,,,,
XYGL_98,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_099_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_99,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_100_教师角色登录,,,,,,,,,,,,,,,,,,,
XYGL_100,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_101_其他角色登录,,,,,,,,,,,,,,,,,,,
XYGL_101,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_102_测评记录界面检查,,,,,,,,,,,,,,,,,,,
XYGL_102,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_103_各下拉框_输入框功能检查,,,,,,,,,,,,,,,,,,,
XYGL_103,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_104_班级全部_方向全部_阶段全部,,,,,,,,,,,,,,,,,,,
XYGL_104,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_105_班级WNCDC035_方向公共_阶段公共基础阶段,,,,,,,,,,,,,,,,,,,
XYGL_105,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_106_班级WNCDC001_方向开发_阶段专业第一阶段,,,,,,,,,,,,,,,,,,,
XYGL_106,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_107_班级WNCDC010_方向测试_阶段专业第二阶段,,,,,,,,,,,,,,,,,,,
XYGL_107,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_108_班级WNCDC010_方向测试_阶段专业第二阶段,,,,,,,,,,,,,,,,,,,
XYGL_108,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_测评记录_109_班级WNCDC010_方向测试_项目实战阶段,,,,,,,,,,,,,,,,,,,
XYGL_109,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_110_界面检查,,,,,,,,,,,,,,,,,,,
XYGL_110,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_111_查询功能检查,,,,,,,,,,,,,,,,,,,
XYGL_111,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_112_勾选功能检查,,,,,,,,,,,,,,,,,,,
XYGL_112,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_113_分班到WNCDC035_方向公共,,,,,,,,,,,,,,,,,,,
XYGL_113,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_114_分班到WNCDC001_方向开发,,,,,,,,,,,,,,,,,,,
XYGL_114,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_班级管理_115_分班到WNCDC010_方向测试,,,,,,,,,,,,,,,,,,,
XYGL_115,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_116_课程安排界面检查,,,,,,,,,,,,,,,,,,,
XYGL_116,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_117_讲师全部,,,,,,,,,,,,,,,,,,,
XYGL_117,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_118_讲师李懿,,,,,,,,,,,,,,,,,,,
XYGL_118,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_119_讲师代虎军,,,,,,,,,,,,,,,,,,,
XYGL_119,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_120_排课界面检查,,,,,,,,,,,,,,,,,,,
XYGL_120,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_121_选择框功能检查,,,,,,,,,,,,,,,,,,,
XYGL_121,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_122_开始时间大于当前时间_结束时间小于开始时间_讲师李懿_状态正常_教室教室一_班号WNCDC035_方向公共_课程安排基础阶段第一周-HTML5+CSS3,,,,,,,,,,,,,,,,,,,
XYGL_122,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_123_开始时间小于当前时间_结束时间大于开始时间_讲师尹瑞_状态正常_教室教室二_班号WNCDC025_方向公共_课程安排基础阶段第四周-Linux+研发管理工具,,,,,,,,,,,,,,,,,,,
XYGL_123,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_124_开始时间大于当前时间_结束时间大于开始时间_讲师王欢欢_状态休息_教室教室三_班号WNCDC015_方向开发_课程安排第一阶段第一周-java程序设计基础,,,,,,,,,,,,,,,,,,,
XYGL_124,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_125_开始时间大于当前时间_结束时间大于开始时间_讲师周海峰_状态休息_教室教室四_班号WNCDC005_方向开发_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_125,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_126_开始时间大于当前时间_结束时间大于开始时间_讲师许敏_状态实训_教室教室五_班号WNCDC001_方向测试_课程安排第一阶段第一周-Python程序设计基础,,,,,,,,,,,,,,,,,,,
XYGL_126,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_127_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_状态实训_教室教室九_班号WNCDC001_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_127,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_128_开始时间大于当前时间_讲师邓乃文_状态实训_教室教室一_班号WNCDC001_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_128,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_129_结束时间大于开始时间_讲师邓乃文_状态实训_教室教室九_班号WNCDC001_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_129,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_130_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_教室教室九_班号WNCDC001_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
XYGL_130,woniuboss2.5_yang(#4),/学员管理(#58),,WB2.5_课程安排_131_开始时间大于当前时间_结束时间大于开始时间_讲师邓乃文_状态实训_班号WNCDC001_方向测试_课程安排项目阶段第三周-项目,,,,,,,,,,,,,,,,,,,
