用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
,,,,WB2.5_行政综合_检验使用类型查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在固定资产A：类型为员工的领用资产信息
4.存在固定资产B：类型为学生的领用资产信息","1. 类型:员工
2. 点击查询按钮","1. 下拉框中完整显示员工
2. 列表中完整显示领用资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入已存在的固定资产名称查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在领用固定资产A：领用资产名称为电脑
4.不存在领用固定资产B：领用资产名称为电视","1. 固定资产名称:电脑
2. 点击查询","1. 输入框中完整显示电脑
2. 列表中完整显示领用资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入不存在的固定资产名称,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在领用固定资产A：领用资产名称为电脑
4.不存在领用固定资产B：领用资产名称为电视","1. 固定资产名称:电视
2. 点击查询","1. 输入框中完整显示电视
2. 列表中无任何显示",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用区域、部门、类型组合查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在固定资产A：区域为重庆，部门为教学部，类型为学生
4.存在固定资产B：区域为西安，部门为教学部，类型为员工","1. 区域:重庆
部门:教学部
类型=学生
2. 点击查询","1. 下拉框中完整显示
区域:重庆
部门:教学部
类型:学生
2. 列表中完整显示领用资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用区域、部门、类型、资产名称组合查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在领用固定资产A：区域为重庆，部门为教学部，类型为学生，资产名称为电脑
4.存在领用固定资产B：区域为西安，部门为教学部，类型为员工资产名称为电脑","1. 区域:重庆
部门:教学部
类型:学生
资产名称:电脑
2. 点击查询","1. 下拉框中完整显示
区域:重庆
部门:教学部
类型:学生
资产名称:电脑
2. 列表中完整显示领用资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入已存在的条形码查询,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产领用登记模块，
3.存在领用资产信息A：条形码为11111111
4.存在领用资产信息B：条形码为22222222","1. 扫码查询:11111111
2. 点击查询","1. 输入框完整显示11111111
2. 列表中完整显示领用资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用区域查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在固定资产A：区域为成都的归还资产信息
4.存在固定资产B：区域为重庆的归还资产信息","1. 区域:成都
2. 点击查询按钮","1. 下拉框中完整显示成都
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用部门查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在固定资产A：部门为市场部的归还资产信息
4.存在固定资产B：部门为教学部的归还资产信息","1. 部门:市场部
2. 点击查询按钮","1. 下拉框中完整显示市场部
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用类型查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在固定资产A：类型为员工的归还资产信息
4.存在固定资产B：类型为学生的归还资产信息","1. 类型:员工
2. 点击查询按钮","1. 下拉框中完整显示员工
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入已存在的固定资产名称查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在归还固定资产A：归还资产名称为电脑
4.不存在归还固定资产B：归还资产名称为电视","1. 固定资产名称:电脑
2. 点击查询","1. 输入框中完整显示电脑
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入不存在的固定资产名称,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在归还固定资产A：归还资产名称为电脑
4.不存在归还固定资产B：归还资产名称为电视","1. 固定资产名称:电视
2. 点击查询","1. 输入框中完整显示电视
2. 列表中无任何显示",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用区域、部门、类型组合查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在固定资产A：区域为重庆，部门为教学部，类型为学生
4.存在固定资产B：区域为西安，部门为教学部，类型为员工","1. 区域:重庆
部门:教学部
类型:学生
2. 点击查询","1. 区域:重庆
部门:教学部
类型:学生
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验使用区域、部门、类型、资产名称组合查询功能,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在归还固定资产A：区域为重庆，部门为教学部，类型为学生，归还资产名称为电脑
4.存在归还固定资产B：区域为西安，部门为教学部，类型为员工，归还资产名称为电脑","1. 区域:重庆
部门:教学部
类型:学生
资产名称:电脑
2. 点击查询","1. 区域:重庆
部门:教学部
类型:学生
资产名称:电脑
2. 列表中完整显示归还资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_检验输入已存在的条形码查询,"1.使用管理员账号登录成功WNCD000/woniu123
2.进入行政综合-固定资产归还模块，
3.存在归还资产信息A：条形码为11111111
4.存在归还资产信息B：条形码为22222222","1. 扫码查询:11111111
2. 点击查询","1. 输入框完整显示11111111
2. 列表中显示领用固定资产信息A",,,4,功能测试,,正常,,,,,,,,,,
,,,,WB2.5_行政综合_行政人员账号的权限检验,"1.使用行政人员账号登录成功WNCD000/woniu123，
2.进入行政综合-固定资产管理模块","1. 进行解密操作
2. 查询固定资产操作","1. 解密成功
2. 查询成功",,,2,,,,,,,,,,,,,
,,,,WB2.5_行政综合_市场部人员账号的权限检验,"1.使用市场部人员账号登录成功WNCD000/woniu123，
2.进入行政综合-固定资产管理模块","1. 进行解密操作
2. 查询固定资产操作","1. 解密失败
2. 查询无权限",,,2,,,,,,,,,,,,,
,,,,WB2.5_行政综合_管理员账号的权限检验,"1.使用管理员账号登录成功WNCD000/woniu123，
2.进入行政综合-固定资产管理模块","1. 进行解密操作
2. 查询固定资产操作","1. 解密成功
2. 查询成功",,,2,,,,,,,,,,,,,
,,,,WB2.5_行政综合_总经理账号的权限检查,"1.使用总经理账号登录成功WNCD000/woniu123，
2.进入行政综合-固定资产管理模块","1. 进行解密操作
2. 查询固定资产操作","1. 解密成功
2. 查询成功",,,2,,,,,,,,,,,,,
