用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
JYGL_16,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索班级第一个
_方向测试","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
班级:WNCDC035
方向:测试
5.存在学员信息B
班级:WNCDC029
方向:公共","1.选择班级WNCDC035
2.方向选择测试
3.点击搜索按钮","1.选择的班级可以点选
2.选择的方向可以点选
3.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_17,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索班级第二个
_方向开发","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
班级:WNCDC034
方向:开发
5.存在学员信息B
班级:WNCDC027
方向:公共","1.选择班级WNCDC034
2.方向选择开发
3.点击搜索按钮","1.选择的班级可以点选
2.选择的方向可以点选
3.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_18,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_搜索存在学员姓名,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
姓名:陈浩
5.存在学员信息B
姓名：周杰
","1.姓名输入框输入陈浩
2.点击搜索按钮","1.输入框可以输入姓名
2.搜索成功，显示学员信息A",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_20,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_搜索学号为正确,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
学号：WNCD201805022
5.存在学员信息B
学号：WNCD201805025
","1.学号输入框输入WNCD201805022
2.点击搜索按钮","1.输入框可以输入学号
2.搜索成功，显示学员信息A",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_21,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索学号6位字
母数字组合","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.不存在学员信息A
学号：WNCD20
5.存在学员信息B
学号：WNCD201805026
","1.学号输入框输入WNCD20
2.点击搜索按钮","1.输入框可以输入学号
2.搜索失败，无任何学员信息",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_22,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索学号15位
字母数字组合","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.不存在学员信息A
学号：WNCD20232111112
5.存在学员信息B
学号：WNCD201805027
","1.学号输入框输入WNCD20232111112
2.点击搜索按钮","1.输入框可以输入学号
2.搜索失败，无任何学员信息",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_23,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_搜索班级姓名,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
班级：WNCDC027
姓名:周杰
5.存在学员信息B
班级:WNCDC034
姓名：王森","1.班级下拉框选WNCDC027
2.姓名输入框输入周杰
3.点击搜索按钮","1.选择的班级可以点选
2.输入框可以输入姓名
3.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_24,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_搜索方向开发学号,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
方向：开发
学号：WNCQ201710007
5.存在学员信息B
方向：测试
学号：WNCQ201707007","1.方向选择开发
2.学号输入框输入WNCD201710007
3.点击搜索按钮","1.选择的方向可以点选
2.输入框可以输入学号
3.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_25,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索方向测试
姓名学号","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
方向：测试
姓名：黎涛
学号：WNCQ201707007
5.存在学员信息B
方向：开发
姓名：符文攀
学号：WNCQ201707008","1.方向选择测试
2.姓名输入黎涛
3.学号输入框输入WNCQ201707007
4.点击搜索按钮","1.选择的方向可以点选
2.输入框可以输入姓名
3.输入框可以输入学号
4.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_26,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_搜索班级
方向测试姓名","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员信息A
班级：WNCDC027
方向：测试
姓名：黎涛
5.存在学员信息B
班级:WNCDC027
方向：开发
姓名：符文攀
","1.班级WNCDC027
2.方向选择测试
3.姓名输入黎涛
4.点击搜索按钮","1.选择的方向可以点选
2.输入框可以输入姓名
3.输入框可以输入学号
5.搜索成功，显示学员信息A",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_30,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_电脑回收协议签署
勾选","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.勾选页面信息其他栏下面的
电脑回收，协议签署",1.电脑回收，协议签署可以勾选,,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_31,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_电脑回收已入职
勾选","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.勾选页面信息其他栏下面的
电脑回收，已入职",1.电脑回收，已入职可以勾选,,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_32,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_就业管理_电脑回收协议签署
已入职勾选","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.勾选页面信息其他栏下面的
电脑回收，协议签署，已入职","1.电脑回收，协议签署，已入职
可以勾选",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_33,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_电脑回收已入职取消,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密",1.取消沟选电脑回收，已入职,1.电脑回收，已入职可以勾选,,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_34,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_界面检查,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击一个学员信息画面的面试按钮
2.点击弹出框子模块模拟面试","1.面试按钮可以点击
2.界面信息完整，显示数据正常",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_35,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_默认值保存,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击一个学员信息画面的面试按钮
2.点击弹出框子模块模拟面试
3.点击保存","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.保存按钮可以点击",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_36,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_薪资正整数优,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资6500，沟通能力下拉框点选优，备注输入家啊
4.点击保存
5.再次点击学员A面试按钮
6.点击弹出框子模块模拟面试查看页面信息
","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击
5.面试按钮可以点击
6.保存信息成功",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_37,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_模拟面试_薪资含小数的正整数
良","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资6500.8，沟通能力下拉框点选良，备注输入家啊
4.点击保存

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击，弹出提示薪资为正整数
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_38,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_薪资字母中,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资ASD，沟通能力下拉框点选中，备注输入家啊
4.点击保存

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击，弹出提示薪资为正整数
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_39,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_薪资汉字差备注,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资哈哈，沟通能力下拉框点选中，备注输入家啊
4.点击保存

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击，弹出提示薪资为正整数
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_40,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_薪资特殊字符差备注,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资*%%，沟通能力下拉框点选中，备注输入家啊
4.点击保存

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击，弹出提示薪资为正整数
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_41,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_薪资汉字字母组合中,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.输入薪资AS汉化，沟通能力下拉框点选中，备注输入家啊
4.点击保存

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.薪资输入成功，下拉框可以点选，
备注可以输入
4.保存按钮可以点击，弹出提示薪资为正整数
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_42,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_模拟面试_x按钮点击检查,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块模拟面试
3.点击弹框上面的X

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.弹框消失

",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_43,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_就业管理_提交按钮检查,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密
4.存在学员A模拟面试模块的信息","1.点击学员A的提交按钮
2.点击弹出框确定","1.提交按钮可以点击
2.弹出框提示修改成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_44,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_真实面试_界面检查,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试


","1.面试按钮可以点击
2.界面信息完整，显示数据正常

",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_45,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_真实面试_默认值保存,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.点击保存按钮

","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.提示面试时间和反馈不能为空
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_46,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_真实面试_岗位java工程师,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.企业名称飞虎乐购，岗位java工程师，面试时间2020-04-29，反馈：有点紧张
4.点击保存按钮


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间和反馈可以输入
4.保存按钮可以点击，保存成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_47,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_真实面试_岗位测试工程师
面试时间反馈","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.企业名称东软集团，岗位ja测试工程师，面试时间2020-04-29，反馈：有点紧张
4.点击保存按钮


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间和反馈可以输入
4.保存按钮可以点击，保存成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_48,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_真实面试_企业名称湖北华商
java实习生","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.企业名称湖北华商，岗位java实习生，面试时间2020-04-29，反馈：有点紧张
4.点击保存按钮


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间和反馈可以输入
4.保存按钮可以点击，保存成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_49,woniuboss2.5_yang(#4),/就业管理(#59),,"WB2.5_真实面试_岗位测试实习生
面试时间任意点选","1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.企业名称安思科，岗位测试实习生，面试时间2020-04-29，反馈：有点紧张
4.点击保存按钮


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间和反馈可以输入
4.保存按钮可以点击，保存成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_50,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_真实面试_岗位其他,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块真实面试
3.企业名称海辉软件，岗位其他，面试时间2020-04-29，反馈：有点紧张
4.点击保存按钮
5.再次点击学员A面试按钮
6.点击弹框子模块真实面试查看信息


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间和反馈可以输入
4.保存按钮可以点击
5.面试按钮可以点击
6.保存功能成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_51,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_界面检查,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况


","1.面试按钮可以点击
2.界面信息完整，显示数据正常

",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_52,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_默认值保存,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.点击保存


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.弹出提示框薪资，日期，备注不能为空
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_53,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_岗位java工程师,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称湖北华商，岗位java工程师，面试时间2020-04-29，薪资7000备注：有点紧张
4.点击保存按钮
5.再次点击学员A面试按钮
6.点击弹框子模块入职情况，查看信息


","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存按钮可以点击
5.面试按钮可以点击
6.保存信息成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_54,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_岗位测试工程师,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称东软集团，岗位测试工程师，面试时间2020-04-29，薪资7000备注：有点紧张
4.点击保存按钮



","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_55,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_岗位测试实习生,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称飞虎乐购，岗位测试实习生，面试时间2020-04-29，薪资7000备注：有点紧张
4.点击保存按钮



","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_56,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_岗位java实习,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称安思科，岗位java实习生，面试时间2020-04-29，薪资5000备注：有点紧张
4.点击保存按钮



","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_57,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_岗位其他,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称湖北华商，岗位其他，面试时间2020-04-29，薪资5000备注：有点紧张
4.点击保存按钮



","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存成功
",,,3,功能测试,"
功能测试阶段",正常,,,,,,,,,,
JYGL_58,woniuboss2.5_yang(#4),/就业管理(#59),,WB2.5_入职情况_薪资正整数,"1.存在有就业管理模块权限账户WNCD031/woniu123/woniu123
2.使用账号登录系统
3.进入就业管理模块，解密","1.任意点击学员A面试按钮
2.点击弹出框子模块入职情况
3.企业名称海辉软件，岗位其他，面试时间2020-04-29，薪资4500备注：有点紧张
4.点击保存按钮



","1.面试按钮可以点击
2.界面信息完整，显示数据正常
3.企业和岗位的下拉框可以点选
时间，薪资和备注可以输入
4.保存成功
",,,1,功能测试,"
功能测试阶段",正常,,,,,,,,,,
