用例编号,所属项目,所属模块,相关需求,用例标题,前置条件,步骤,预期,实际情况,关键词,优先级,用例类型,适用阶段,用例状态,B,R,S,结果,由谁创建,创建日期,最后修改者,修改日期,用例版本,相关用例
36,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_011_状态已报名查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:已报名、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择已报名","1.显示信息为新增网络资源
2.显示状态为已报名的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
37,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_012_状态可跟进查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:可跟进、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择可跟进","1.显示信息为新增网络资源
2.显示状态为可跟进的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
38,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_013_状态无意向查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:无意向、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择无意向","1.显示信息为新增网络资源
2.显示状态为无意向的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
39,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_014_状态未联系上查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:未联系上、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择未联系上","1.显示信息为新增网络资源
2.显示状态为未联系上的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
40,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_015_状态培训过查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:培训过、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择培训过","1.显示信息为新增网络资源
2.显示状态为培训过的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
41,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_016_状态条件不符查询,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在新增资源
姓名:小李、区域:西安、来源:网络、状态:条件不符、电话号码:15678967547
5.已存在新增资源
姓名:五月、区域:重庆、来源:中华英才网、状态:新认领、电话号码:18900001111
","1.点击快捷导航列的市场营销
2.点击状态选择条件不符","1.显示信息为新增网络资源
2.显示状态为条件不符的学生资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
42,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_017_搜索开始时间小于结束时间,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在T到T+3的数据
5.已存在T-3到T-1的数据","1.点击选择时间的开始时间框，选择开始时间为T
2.选择结束时间为T+3
3.点击搜索按钮；","1.选择开始时间成功
2.选择结束时间成功
3.显示的信息正确为T到T+3之间的数据","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
43,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_018_搜索开始时间大于结束时间,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在T到T+3的数据
5.已存在T-3到T-1的数据","1.点击选择时间的开始时间框，选择开始时间为T+3
2.选择结束时间为T
3.点击搜索按钮；","1.选择开始时间成功
2.选择结束时间失败，开始时间不能大于结束时间","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
44,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_019_搜索开始时间为负,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在T到T+3的数据
5.已存在T-3到T-1的数据","1.点击选择时间的开始时间框，选择开始时间为-T
2.选择结束时间为T
3.点击搜索按钮；","1.选择负数开始时间失败
2.选择结束时间成功
3.点击搜索无结果","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
45,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_020_搜索结束时间为负,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已存在T到T+3的数据
5.已存在T-3到T-1的数据","1.点击选择时间的开始时间框，选择开始时间为T
2.选择结束时间为-T
3.点击搜索按钮；","1.选择开始时间成功
2.选择负数结束时间失败成功
3.点击搜索无结果","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
46,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_021_打开上传专属界面检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密","1.点击快捷导航列的市场营销
2.点击上传专属按钮","1.界面显示信息完整
2.上传专属功能成功打开","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
47,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_022_选择默认区域全部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域默认部门咨询部
4.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域部门成功选择默认全部
4.上传失败需要选择部门","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
48,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_023_区域成都上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门默认
4.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
49,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_024_区域重庆上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择重庆部门默认
4.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
50,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_025_区域西安上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择西安部门默认
4.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
51,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_026_部门管理部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门管理部
4.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
52,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_027_部门就业部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门就业部
5.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
53,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_028_部门咨询部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门咨询部
6.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
54,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_029_部门电销部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门电销部
7.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
55,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_030_部门渠道部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门渠道部
8.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
56,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_031_部门市场部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门市场部
9.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
57,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_032_部门教学部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门教学部
10.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
58,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_033_部门研发部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门研发部
11.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
59,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_034_部门财务部上传功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门财务部
12.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
60,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_035_上传excel文件格式为xlsx,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xlsx文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门咨询部
12.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
61,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_041_上传excel文件格式为xls,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门咨询部
12.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.上传成功系统提示总上传数有效数,数据库重复数量存入数量","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
62,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_042_上传excel文件格式为xlsx内容为空,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历为空xls文件","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门咨询部
12.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.提示上传内容不正确","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
63,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_043_上传非excel文件格式为png,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备简历png格式","1.点击快捷导航列的市场营销
2.点击上传专属按钮
3.区域选择成都部门咨询部
12.点击选择文件上传excel文件","1.界面显示信息完整
2.上传专属功能成功打开
3.区域成功选择成都部门咨询部
4.提示上传内容不正确","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
64,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_044_读取邮箱_弹窗功能检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密","1.点击快捷导航列的市场营销
2.点击读取邮箱按钮","1.界面显示信息完整
2.读取邮箱弹窗正常打开","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
65,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_045_读取邮箱_邮箱中有邮箱时读取,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备有邮箱的学生资源
5.已准备无邮箱的学生资源","1.点击快捷导航列的市场营销
2.点击读取邮箱按钮
3.点击确定读取邮箱","1.界面显示信息完整
2.读取邮箱弹窗正常打开
3.成功读取邮箱通知对应主管分配资源","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
66,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_046_读取邮箱_邮箱中无邮箱时读取,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密
4.已准备无邮箱的学生资源
5.已准备有邮箱的学生资源","1.点击快捷导航列的市场营销
2.点击读取邮箱按钮
3.点击确定读取邮箱","1.界面显示信息完整
2.读取邮箱弹窗正常打开
3.读取邮箱失败","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
67,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_047_新增网络_弹窗信息检查,"1.存在有管理员权限账户WNCD000
woniu123/woniu123
2.使用账号登录系统
3.进入市场营销模块，解密","1.点击快捷导航列的市场营销
2.点击新增网络按钮","1.界面显示信息完整
2.新增网络弹窗正常打开","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
68,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_048_新增网络_新增界面输入框可以输入内容,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.检查每一个输入框可以输入内容/下拉框可以下拉","1.可以弹出新增窗口
2.每个输入框可以输入内容,下拉框下拉成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
69,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_049_新增网络_电话号码为数字,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码填187675678987
3.姓名为阳亮
4.状态为新入库
5.渠道为QQ群
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入
4.状态选择成功
5.渠道选择成功
6.保存成功
7.数据增加成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
70,woniuboss2.5_yang(#4),/市场营销(#55),,WB2.5_市场营销_050_新增网络_状态新认领,"1.存在咨询主管账号wncd011/woniu123/woniu123
2.已进入市场营销模块","1.点击新增按钮
2.电话号码填187675678980
3.姓名为少司命
4.状态为新认领
5.渠道为QQ群
6.点击保存
7.检查数据是否增加成功","1.可以弹出新增界面
2.电话号码成功输入
3.姓名成功输入
4.状态选择成功
5.渠道选择成功
6.保存成功
7.数据增加成功","1. 
2.",,3,功能测试,"
功能测试阶段
系统测试阶段",正常,0,0,2,,黄欣雨,2020/5/12,,0000-00-00,1,
